,销方单位代号
A03542,1
A07160,1
A03381,1
A00346,1
A00893,1
A02066,1
A03706,1
A13300,1
A02743,1
A13195,1
A01023,1
A10786,1
A03713,1
A10119,1
A00167,1
A11065,1
A10942,1
A02201,1
A11172,1
A01556,1
A01438,1
A01440,1
A10652,1
A03710,1
A04973,1
A01306,1
A08231,1
A00511,1
A01173,1
A08829,1
A13254,1
A01972,1
A06572,1
A03182,1
A10961,1
A10394,1
A05213,1
A05823,1
A10565,1
A02538,1
A12447,1
A08545,1
A00023,1
A02924,1
A00505,1
A09900,1
A07177,1
A12497,1
A02151,1
A13504,1
A13056,1
A10868,1
A05220,1
A04722,1
A12584,1
A09065,1
A00039,1
A12528,1
A06700,1
A13472,1
A11911,1
A09671,1
A04767,1
A05751,1
A09531,1
A01554,1
A06019,1
A13899,1
A12630,1
A01504,1
A08021,1
A10857,1
A00773,1
A05197,1
A00668,1
A01621,1
A04960,1
A12048,1
A11246,1
A13912,1
A04177,1
A07250,1
A03064,1
A05388,1
A07845,1
A00418,1
A05856,1
A13539,1
A05100,1
A06432,1
A10523,1
A07328,1
A10864,1
A11698,1
A13117,1
A02681,1
A00298,1
A00516,1
A00166,1
A07566,1
A09868,1
A07661,1
A05141,1
A00688,1
A12696,1
A08310,1
A13556,1
A08244,1
A09768,1
A04579,1
A08674,1
A10835,1
A05571,1
A00004,1
A12709,1
A06883,1
A06242,1
A05927,1
A06629,1
A09595,1
A06338,1
A00858,1
A08562,1
A02351,1
A05159,1
A13855,1
A01961,1
A09999,1
A02389,1
A10629,1
A11370,1
A05041,1
A07726,1
A12664,1
A01115,1
A10793,1
A04534,1
A09846,1
A12074,1
A06094,1
A09790,1
A10555,1
A09748,1
A01186,1
A13375,1
A13196,1
A03356,1
A11753,1
A00546,1
A09007,1
A12416,1
A09702,1
A10048,1
A03960,1
A09772,1
A04988,1
A02618,1
A00545,1
A13009,1
A10955,1
A01754,1
A03191,1
A10217,1
A11464,1
A03560,1
A05412,1
A01084,1
A01607,1
A11324,1
A11872,1
A09598,1
A09725,1
A05106,1
A12383,1
A13168,1
A07794,1
A13457,1
A13961,1
A12023,1
A09398,1
A03377,1
A12257,1
A05798,1
A01154,1
A02579,1
A00725,1
A11556,1
A05729,1
A12919,1
A01544,1
A01759,1
A00389,1
A08821,1
A12720,1
A01279,1
A13101,1
A02249,1
A11425,1
A02219,1
A01710,1
A11271,1
A12870,1
A04784,1
A06383,1
A00199,1
A05534,1
A11442,1
A05064,1
A07009,1
A07307,1
A12027,1
A04710,1
A01908,1
A00132,1
A07782,1
A09812,1
A01910,1
A12932,1
A01986,1
A11560,1
A07501,1
A07600,1
A05250,1
A10367,1
A13063,1
A03034,1
A11513,1
A01359,1
A01025,1
A12158,1
A12034,1
A11151,1
A04823,1
A09752,1
A12554,1
A12590,1
A05564,1
A05097,1
A05854,1
A11001,1
A07848,1
A01329,1
A05531,1
A08774,1
A03551,1
A09603,1
A12452,1
A06651,1
A10163,1
A09388,1
A00013,1
A12316,1
A08772,1
A03392,1
A01682,1
A11041,1
A02744,1
A09197,1
A07999,1
A04912,1
A13798,1
A13715,1
A10115,1
A04860,1
A01954,1
A01750,1
A09825,1
A10967,1
A10393,1
A05845,1
A05563,1
A12323,1
A04323,1
A08584,1
A06226,1
A03844,1
A12274,1
A12805,1
A13158,1
A11674,1
A05326,1
A01168,1
A08780,1
A00967,1
A04689,1
A01686,1
A03765,1
A02927,1
A09767,1
A10479,1
A01871,1
A07701,1
A08637,1
A06611,1
A06175,1
A05889,1
A05761,1
A01349,1
A10338,1
A08345,1
A03280,1
A03835,1
A07360,1
A04868,1
A02672,1
A04449,1
A12437,1
A00106,1
A00564,1
A10662,1
A05981,1
A02292,1
A04972,1
A03550,1
A02490,1
A05148,1
A06146,1
A12916,1
A12336,1
A04151,1
A02653,1
A02167,1
A07066,1
A13518,1
A11036,1
A04406,1
A10155,1
A05803,1
A05233,1
A13374,1
A10147,1
A04765,1
A05934,1
A00304,1
A06382,1
A06692,1
A05774,1
A10812,1
A03306,1
A02624,1
A04433,1
A01742,1
A04624,1
A01188,1
A10577,1
A13468,1
A07877,1
A06257,1
A09498,1
A08987,1
A07472,1
A05968,1
A13915,1
A08843,1
A08556,1
A03328,1
A02241,1
A11616,1
A12412,1
A07224,1
A09899,1
A00441,1
A03705,1
A05910,1
A12773,1
A06000,1
A05909,1
A04603,1
A13684,1
A05020,1
A00603,1
A07103,1
A00374,1
A00798,1
A12799,1
A10749,1
A11310,1
A03657,1
A00191,1
A00892,1
A09020,1
A11268,1
A07305,1
A08227,1
A07893,1
A11964,1
A13784,1
A08304,1
A00305,1
A12784,1
A00156,1
A13949,1
A05479,1
A06962,1
A10583,1
A10548,1
A03699,1
A00971,1
A10038,1
A13509,1
A05653,1
A03801,1
A04748,1
A12731,1
A06360,1
A12939,1
A03186,1
A04062,1
A13914,1
A10202,1
A02270,1
A00486,1
A05935,1
A12759,1
A04321,1
A04511,1
A05731,1
A13002,1
A08496,1
A05447,1
A00206,1
A06126,1
A08997,1
A00283,1
A09346,1
A10304,1
A11953,1
A01880,1
A01637,1
A08138,1
A11302,1
A08960,1
A13788,1
A01263,1
A02950,1
A05623,1
A00215,1
A00438,1
A11122,1
A11868,1
A09754,1
A13462,1
A11316,1
A09842,1
A11763,1
A00145,1
A07100,1
A06150,1
A11533,1
A06991,1
A01667,1
A09057,1
A10571,1
A04744,1
A07666,1
A03226,1
A00137,1
A13481,1
A05791,1
A01819,1
A09169,1
A06196,1
A01287,1
A12275,1
A07867,1
A11922,1
A00832,1
A00839,1
A06129,1
A09048,1
A13950,1
A00007,1
A09519,1
A11486,1
A09337,1
A06826,1
A12651,1
A06173,1
A01157,1
A12834,1
A00070,1
A12583,1
A03487,1
A02087,1
A07367,1
A12625,1
A12749,1
A08190,1
A10531,1
A01685,1
A04149,1
A04783,1
A03192,1
A02863,1
A01688,1
A06139,1
A01793,1
A01478,1
A05180,1
A07499,1
A10881,1
A08996,1
A06296,1
A13297,1
A04809,1
A13365,1
A06115,1
A12605,1
A02144,1
A00710,1
A13007,1
A10153,1
A12695,1
A06627,1
A13426,1
A13745,1
A06170,1
A01208,1
A04849,1
A12917,1
A10481,1
A01913,1
A13083,1
A02903,1
A10247,1
A12684,1
A10594,1
A11025,1
A00101,1
A04734,1
A06734,1
A01222,1
A09333,1
A10108,1
A10209,1
A11452,1
A07657,1
A11547,1
A08993,1
A08788,1
A06680,1
A07326,1
A05796,1
A09097,1
A09715,1
A04362,1
A03548,1
A10522,1
A13499,1
A10111,1
A11586,1
A04159,1
A01093,1
A12509,1
A07115,1
A11548,1
A04589,1
A07504,1
A09692,1
A05581,1
A10697,1
A08218,1
A13380,1
A00252,1
A04032,1
A00118,1
A04571,1
A01848,1
A06553,1
A05410,1
A08238,1
A04575,1
A12463,1
A13766,1
A06475,1
A13500,1
A11597,1
A10071,1
A09038,1
A03639,1
A02042,1
A11490,1
A01586,1
A08817,1
A10216,1
A04746,1
A08293,1
A05380,1
A09532,1
A06671,1
A00512,1
A03180,1
A11648,1
A08078,1
A12996,1
A04361,1
A08297,1
A13359,1
A06392,1
A06178,1
A05229,1
A00940,1
A11963,1
A03926,1
A13442,1
A06200,1
A08137,1
A02932,1
A10263,1
A08181,1
A12066,1
A12258,1
A13292,1
A02808,1
A08414,1
A08574,1
A02116,1
A13923,1
A05562,1
A10913,1
A13609,1
A12112,1
A05847,1
A13412,1
A06040,1
A07762,1
A00693,1
A03954,1
A08639,1
A02564,1
A09258,1
A03855,1
A02228,1
A13928,1
A11700,1
A03571,1
A13010,1
A10426,1
A00408,1
A05340,1
A08223,1
A13069,1
A04798,1
A06476,1
A09602,1
A02286,1
A04855,1
A01294,1
A03394,1
A12633,1
A12476,1
A02472,1
A10921,1
A13219,1
A09130,1
A07988,1
A06023,1
A08734,1
A03942,1
A05114,1
A03658,1
A00174,1
A09788,1
A04080,1
A00929,1
A11853,1
A09164,1
A05711,1
A09304,1
A09889,1
A10964,1
A13402,1
A05297,1
A11543,1
A01665,1
A12491,1
A10184,1
A09617,1
A07784,1
A13741,1
A06950,1
A01597,1
A13086,1
A06524,1
A11929,1
A00038,1
A13541,1
A03400,1
A05451,1
A12046,1
A02546,1
A13929,1
A05000,1
A04794,1
A06643,1
A05601,1
A07967,1
A01268,1
A09650,1
A01615,1
A10421,1
A02561,1
A11413,1
A10294,1
A00835,1
A13530,1
A07473,1
A12311,1
A00874,1
A07583,1
A07228,1
A13044,1
A02631,1
A09765,1
A06167,1
A01748,1
A05456,1
A07830,1
A08704,1
A05817,1
A12936,1
A04558,1
A09455,1
A12737,1
A02880,1
A00076,1
A01733,1
A06603,1
A06230,1
A12772,1
A00443,1
A05177,1
A11854,1
A05472,1
A11962,1
A00630,1
A01981,1
A05054,1
A06756,1
A09201,1
A01101,1
A04131,1
A05163,1
A01256,1
A13933,1
A10593,1
A01236,1
A02443,1
A01258,1
A05212,1
A11432,1
A05612,1
A10943,1
A09009,1
A08396,1
A10054,1
A12557,1
A06229,1
A03707,1
A02026,1
A12592,1
A08012,1
A08847,1
A13959,1
A03690,1
A11590,1
A03065,1
A05879,1
A09829,1
A13181,1
A09833,1
A10328,1
A12077,1
A01668,1
A04861,1
A07753,1
A00474,1
A02622,1
A10521,1
A10102,1
A03881,1
A02991,1
A11646,1
A01655,1
A08277,1
A12921,1
A12831,1
A08910,1
A07876,1
A06971,1
A12816,1
A12692,1
A05537,1
A08830,1
A13190,1
A09520,1
A05756,1
A08133,1
A03427,1
A13396,1
A05029,1
A02736,1
A11373,1
A02149,1
A10529,1
A01717,1
A06573,1
A02964,1
A00461,1
A00463,1
A00415,1
A12965,1
A08526,1
A09662,1
A07914,1
A12044,1
A12542,1
A13668,1
A07909,1
A08718,1
A01634,1
A13113,1
A00444,1
A04612,1
A13802,1
A08463,1
A05104,1
A12616,1
A07158,1
A10914,1
A13901,1
A12981,1
A02360,1
A11145,1
A01617,1
A01911,1
A12289,1
A03654,1
A06096,1
A13521,1
A03477,1
A10097,1
A02641,1
A10437,1
A05262,1
A01075,1
A06464,1
A01836,1
A02363,1
A10316,1
A11499,1
A01700,1
A11668,1
A09937,1
A00996,1
A04736,1
A11600,1
A00020,1
A02973,1
A01519,1
A12422,1
A11859,1
A05843,1
A01805,1
A13763,1
A10653,1
A03207,1
A03488,1
A12088,1
A07039,1
A03174,1
A05033,1
A09766,1
A11437,1
A01752,1
A08081,1
A13552,1
A09295,1
A08154,1
A05720,1
A09144,1
A04392,1
A10223,1
A11924,1
A05448,1
A10854,1
A09911,1
A10919,1
A08599,1
A09910,1
A10023,1
A05367,1
A01299,1
A07096,1
A10655,1
A10352,1
A05536,1
A10666,1
A05406,1
A04447,1
A02968,1
A08344,1
A13453,1
A04749,1
A03818,1
A05757,1
A01171,1
A03386,1
A04763,1
A10576,1
A00578,1
A01731,1
A05694,1
A06973,1
A10414,1
A10008,1
A07928,1
A10078,1
A04484,1
A07449,1
A11179,1
A09951,1
A12587,1
A05139,1
A05924,1
A05358,1
A04779,1
A01860,1
A03588,1
A10179,1
A12975,1
A11160,1
A12930,1
A08610,1
A12032,1
A03689,1
A03238,1
A00310,1
A09633,1
A12401,1
A01896,1
A09740,1
A09908,1
A10791,1
A11871,1
A11504,1
A09385,1
A00388,1
A00911,1
A13836,1
A11053,1
A07614,1
A10877,1
A06710,1
A01919,1
A08775,1
A12262,1
A00531,1
A02139,1
A00178,1
A13820,1
A10274,1
A08204,1
A13448,1
A10308,1
A05469,1
A13070,1
A10528,1
A06640,1
A11989,1
A04922,1
A02146,1
A00917,1
A12014,1
A12250,1
A13764,1
A06367,1
A01470,1
A04824,1
A10444,1
A05732,1
A05153,1
A05205,1
A02459,1
A13639,1
A08333,1
A00331,1
A05063,1
A01716,1
A07393,1
A10047,1
A05893,1
A03071,1
A09361,1
A04649,1
A00086,1
A13762,1
A11341,1
A04407,1
A00988,1
A13844,1
A07513,1
A02470,1
A06267,1
A06151,1
A09158,1
A03816,1
A11506,1
A10215,1
A11775,1
A07198,1
A00831,1
A06704,1
A11973,1
A08253,1
A02336,1
A10256,1
A12418,1
A12424,1
A01010,1
A07781,1
A13927,1
A09462,1
A06246,1
A08873,1
A12757,1
A00990,1
A12913,1
A12529,1
A00873,1
A01071,1
A09646,1
A03457,1
A06564,1
A01790,1
A07218,1
A01100,1
A11369,1
A09203,1
A06622,1
A10999,1
A11673,1
A03758,1
A03547,1
A00552,1
A04841,1
A11528,1
A00179,1
A04139,1
A05310,1
A00409,1
A08586,1
A05184,1
A01261,1
A13277,1
A11190,1
A07991,1
A11382,1
A08135,1
A02992,1
A04529,1
A11222,1
A00450,1
A13908,1
A07957,1
A10208,1
A05524,1
A01842,1
A01680,1
A11883,1
A00216,1
A10032,1
A01513,1
A10412,1
A09649,1
A12515,1
A09674,1
A10541,1
A11472,1
A11202,1
A12252,1
A09368,1
A09589,1
A13274,1
A04317,1
A10156,1
A13812,1
A01582,1
A06652,1
A00045,1
A11496,1
A11710,1
A12657,1
A02522,1
A07980,1
A09784,1
A09731,1
A05172,1
A09031,1
A12988,1
A05224,1
A08372,1
A10705,1
A06138,1
A12601,1
A10420,1
A05636,1
A12313,1
A04761,1
A09310,1
A07989,1
A10928,1
A09457,1
A02581,1
A02074,1
A04027,1
A01550,1
A01878,1
A04959,1
A09940,1
A00972,1
A10206,1
A05152,1
A04191,1
A11248,1
A12271,1
A04557,1
A13945,1
A04238,1
A07052,1
A09493,1
A06034,1
A07317,1
A13404,1
A01091,1
A06703,1
A13084,1
A05722,1
A04437,1
A08588,1
A11634,1
A01905,1
A02175,1
A01934,1
A01580,1
A09285,1
A05404,1
A09437,1
A07692,1
A06616,1
A05078,1
A12992,1
A07985,1
A03308,1
A05816,1
A10284,1
A02056,1
A01450,1
A09352,1
A12500,1
A04877,1
A12668,1
A12589,1
A12010,1
A09127,1
A01760,1
A06494,1
A04553,1
A05918,1
A01124,1
A10397,1
A11692,1
A05390,1
A12712,1
A02329,1
A11978,1
A06057,1
A03504,1
A01278,1
A08617,1
A05686,1
A13951,1
A00540,1
A07195,1
A10759,1
A11323,1
A01703,1
A08725,1
A07255,1
A03637,1
A11745,1
A10609,1
A11292,1
A02364,1
A08876,1
A07316,1
A00442,1
A03073,1
A09774,1
A06781,1
A04707,1
A07067,1
A13662,1
A01043,1
A02942,1
A00173,1
A05960,1
A01921,1
A09786,1
A13642,1
A13905,1
A12423,1
A11454,1
A11214,1
A07841,1
A13921,1
A12593,1
A08429,1
A04536,1
A07981,1
A03553,1
A02665,1
A00641,1
A05168,1
A08662,1
A09808,1
A05614,1
A09505,1
A11256,1
A04315,1
A08632,1
A05209,1
A11181,1
A10001,1
A13054,1
A10317,1
A04299,1
A11360,1
A05079,1
A12802,1
A03995,1
A05118,1
A09137,1
A04890,1
A11954,1
A06064,1
A09988,1
A04435,1
A09356,1
A03545,1
A00740,1
A07392,1
A11782,1
A00170,1
A13566,1
A07364,1
A01936,1
A12092,1
A04622,1
A04963,1
A05042,1
A04668,1
A05734,1
A10417,1
A09913,1
A13186,1
A05345,1
A02524,1
A02230,1
A10306,1
A10488,1
A11340,1
A01782,1
A13062,1
A03759,1
A04594,1
A10301,1
A03932,1
A06986,1
A05290,1
A09540,1
A01724,1
A02070,1
A10191,1
A06077,1
A05366,1
A06181,1
A05443,1
A13872,1
A10758,1
A00113,1
A11177,1
A13956,1
A03231,1
A12021,1
A05119,1
A02894,1
A05567,1
A05027,1
A10326,1
A07441,1
A12629,1
A01829,1
A01087,1
A01213,1
A11765,1
A04685,1
A08517,1
A12560,1
A00208,1
A01992,1
A07072,1
A11754,1
A10042,1
A01868,1
A04266,1
A00029,1
A05094,1
A12082,1
A00395,1
A02978,1
A13663,1
A09753,1
A04408,1
A02225,1
A11636,1
A12934,1
A12610,1
A03879,1
A11321,1
A05700,1
A04384,1
A12789,1
A06450,1
A06327,1
A03711,1
A05937,1
A09344,1
A10603,1
A02186,1
A06842,1
A10865,1
A03061,1
A05592,1
A11817,1
A11575,1
A13246,1
A10564,1
A06233,1
A07924,1
A04399,1
A06417,1
A06772,1
A00719,1
A09526,1
A05635,1
A07194,1
A10396,1
A01207,1
A13526,1
A11880,1
A03900,1
A09878,1
A12977,1
A09558,1
A05484,1
A06942,1
A02976,1
A13142,1
A13050,1
A00724,1
A11778,1
A03344,1
A10456,1
A12493,1
A13015,1
A05207,1
A06121,1
A12649,1
A12293,1
A09657,1
A00817,1
A03203,1
A07239,1
A08083,1
A12747,1
A02790,1
A08144,1
A07332,1
A01467,1
A03746,1
A07539,1
A11843,1
A11540,1
A10116,1
A10445,1
A01494,1
A01224,1
A10748,1
A11686,1
A02582,1
A09312,1
A04583,1
A09847,1
A02836,1
A04875,1
A13917,1
A01039,1
A02342,1
A02024,1
A06141,1
A08716,1
A01799,1
A13487,1
A00816,1
A05941,1
A04741,1
A06840,1
A03062,1
A01664,1
A10069,1
A08486,1
A04828,1
A01971,1
A01654,1
A05157,1
A01828,1
A13440,1
A09397,1
A04840,1
A06053,1
A07524,1
A09794,1
A09089,1
A01310,1
A08376,1
A05122,1
A06029,1
A04304,1
A09991,1
A07926,1
A09714,1
A04732,1
A12516,1
A11102,1
A12520,1
A00159,1
A13340,1
A04006,1
A10302,1
A03055,1
A10681,1
A12301,1
A02477,1
A10162,1
A06268,1
A12219,1
A10333,1
A07884,1
A11313,1
A05512,1
A01545,1
A04385,1
A01309,1
A05283,1
A04504,1
A10035,1
A05355,1
A08790,1
A00193,1
A10667,1
A06924,1
A12495,1
A05424,1
A00843,1
A01753,1
A06594,1
A07223,1
A04979,1
A04501,1
A10087,1
A11546,1
A03339,1
A02218,1
A00819,1
A06653,1
A02747,1
A00855,1
A04883,1
A11969,1
A09950,1
A01755,1
A13199,1
A03154,1
A09893,1
A02227,1
A11092,1
A12911,1
A05850,1
A03972,1
A04412,1
A04038,1
A01777,1
A01718,1
A00066,1
A04850,1
A12388,1
A11577,1
A02703,1
A04554,1
A03994,1
A03549,1
A07035,1
A05242,1
A04568,1
A00261,1
A13298,1
A07406,1
A02449,1
A12494,1
A00105,1
A03892,1
A07382,1
A13296,1
A10582,1
A07397,1
A03950,1
A11892,1
A12764,1
A12172,1
A13576,1
A11334,1
A00707,1
A01125,1
A01679,1
A08263,1
A10221,1
A00316,1
A12595,1
A09050,1
A11542,1
A01341,1
A10285,1
A01980,1
A10717,1
A01206,1
A02104,1
A10930,1
A13878,1
A05155,1
A03075,1
A03609,1
A05827,1
A10544,1
A00509,1
A09881,1
A02320,1
A12043,1
A05093,1
A06498,1
A06682,1
A04530,1
A09824,1
A11182,1
A08844,1
A07331,1
A05218,1
A00462,1
A03882,1
A06198,1
A01300,1
A01767,1
A07655,1
A01702,1
A03352,1
A11637,1
A10442,1
A02226,1
A12334,1
A10411,1
A11630,1
A09749,1
A11650,1
A05411,1
A08363,1
A04220,1
A05012,1
A04499,1
A03570,1
A08128,1
A13193,1
A13932,1
A02478,1
A11142,1
A04970,1
A05585,1
A05915,1
A12552,1
A11512,1
A04071,1
A13223,1
A13947,1
A12505,1
A12553,1
A04660,1
A11431,1
A02214,1
A07065,1
A05549,1
A13768,1
A02191,1
A09375,1
A06812,1
A08194,1
A13527,1
A08464,1
A05216,1
A06535,1
A11514,1
A01764,1
A01013,1
A13856,1
A11967,1
A10798,1
A11194,1
A08781,1
A04158,1
A08992,1
A09407,1
A12555,1
A03249,1
A04446,1
A07199,1
A01572,1
A09611,1
A07754,1
A07729,1
A05394,1
A03491,1
A03903,1
A11610,1
A04961,1
A13398,1
A11270,1
A01523,1
A11500,1
A01937,1
A09809,1
A04206,1
A13797,1
A02129,1
A13370,1
A08502,1
A04856,1
A00384,1
A02374,1
A08448,1
A02100,1
A07424,1
A00943,1
A10060,1
A09449,1
A11966,1
A01395,1
A00680,1
A04273,1
A04513,1
A09141,1
A12681,1
A07937,1
A09434,1
A01065,1
A13175,1
A09569,1
A01463,1
A05166,1
A09952,1
A04992,1
A00998,1
A08167,1
A00119,1
A04570,1
A11412,1
A06655,1
A03307,1
A10138,1
A12993,1
A10323,1
A08846,1
A13906,1
A08634,1
A02758,1
A12267,1
A07494,1
A02373,1
A10295,1
A01140,1
A03611,1
A01526,1
A05132,1
A05743,1
A03113,1
A05120,1
A06620,1
A04516,1
A10476,1
A06082,1
A12425,1
A06166,1
A08060,1
A06039,1
A11326,1
A08615,1
A12750,1
A08511,1
A13424,1
A01948,1
A12397,1
A11894,1
A12161,1
A01172,1
A02055,1
A03829,1
A00802,1
A04694,1
A11448,1
A02325,1
A12287,1
A05833,1
A13043,1
A02638,1
A01923,1
A03483,1
A13752,1
A09619,1
A04620,1
A12105,1
A07185,1
A01453,1
A07603,1
A04619,1
A01443,1
A08234,1
A01568,1
A13528,1
A05201,1
A01890,1
A01792,1
A12985,1
A13287,1
A09838,1
A07243,1
A04663,1
A02529,1
A09376,1
A13455,1
A05546,1
A12842,1
A13216,1
A07901,1
A06147,1
A08764,1
A00824,1
A03261,1
A00427,1
A01863,1
A00870,1
A05306,1
A02192,1
A10386,1
A08272,1
A13354,1
A02200,1
A05830,1
A05121,1
A09573,1
A05877,1
A12645,1
A12102,1
A08707,1
A10721,1
A10327,1
A05666,1
A00188,1
A04872,1
A00515,1
A07840,1
A05082,1
A00390,1
A04796,1
A02442,1
A09688,1
A03486,1
A12853,1
A13079,1
A04639,1
A13322,1
A13270,1
A07135,1
A06853,1
A05438,1
A12019,1
A12138,1
A06202,1
A00844,1
A06148,1
A13489,1
A10390,1
A09443,1
A02755,1
A05900,1
A12689,1
A12341,1
A13940,1
A01029,1
A13344,1
A01798,1
A10953,1
A04250,1
A09216,1
A03287,1
A05473,1
A13466,1
A05188,1
A10592,1
A02867,1
A11267,1
A05716,1
A06197,1
A03026,1
A05788,1
A08898,1
A09745,1
A12468,1
A03444,1
A11905,1
A03509,1
A00022,1
A12654,1
A04819,1
A10804,1
A11660,1
A06191,1
A05234,1
A09045,1
A10625,1
A10570,1
A01850,1
A04711,1
A01021,1
A13602,1
A10518,1
A00706,1
A11806,1
A03982,1
A08852,1
A10637,1
A05551,1
A06903,1
A10735,1
A10595,1
A11022,1
A00964,1
A13910,1
A10756,1
A04613,1
A13454,1
A00341,1
A07514,1
A01085,1
A11353,1
A03720,1
A07336,1
A12098,1
A13285,1
A13721,1
A13604,1
A04857,1
A08405,1
A11742,1
A07162,1
A13346,1
A00487,1
A13395,1
A01417,1
A04576,1
A04034,1
A10530,1
A09652,1
A09819,1
A09701,1
A02857,1
A07507,1
A07780,1
A09822,1
A09578,1
A00312,1
A06235,1
A12546,1
A09409,1
A08483,1
A01578,1
A12941,1
A02117,1
A00556,1
A00811,1
A10204,1
A07534,1
A10085,1
A06935,1
A00640,1
A08286,1
A10980,1
A13433,1
A04894,1
A13773,1
A08356,1
A11994,1
A02371,1
A01736,1
A06816,1
A00650,1
A04862,1
A04184,1
A07777,1
A02697,1
A09771,1
A03286,1
A05976,1
A06545,1
A12699,1
A09597,1
A13211,1
A04150,1
A13555,1
A13137,1
A12588,1
A02577,1
A00235,1
A03907,1
A06328,1
A05211,1
A12055,1
A00681,1
A13577,1
A09189,1
A08872,1
A10465,1
A12343,1
A11059,1
A12259,1
A04672,1
A04885,1
A10055,1
A01151,1
A11865,1
A11565,1
A10929,1
A05474,1
A11937,1
A04886,1
A07026,1
A12498,1
A04425,1
A11362,1
A09780,1
A10015,1
A11390,1
A12514,1
A11388,1
A12320,1
A10210,1
A01727,1
A01876,1
A05073,1
A09949,1
A00260,1
A10382,1
A09648,1
A13150,1
A02366,1
A12565,1
A00021,1
A06423,1
A01401,1
A11659,1
A00924,1
A05235,1
A03406,1
A03575,1
A03827,1
A05286,1
A02842,1
A11469,1
A09680,1
A11252,1
A01350,1
A06209,1
A01834,1
A03943,1
A07267,1
A13201,1
A05608,1
A13730,1
A13944,1
A11421,1
A05138,1
A13386,1
A00821,1
A00059,1
A03128,1
A08664,1
A13879,1
A03311,1
A07697,1
A13839,1
A00761,1
A09867,1
A04002,1
A03101,1
A06482,1
A08175,1
A11944,1
A11984,1
A02433,1
A12937,1
A04098,1
A05261,1
A06397,1
A01416,1
A01038,1
A11213,1
A08386,1
A05735,1
A12384,1
A10751,1
A12134,1
A13280,1
A08495,1
A01930,1
A13957,1
A07117,1
A03753,1
A00801,1
A02088,1
A05241,1
A10880,1
A00318,1
A05311,1
A07353,1
A00391,1
A11424,1
A05130,1
A03403,1
A00017,1
A01776,1
A13616,1
A12540,1
A02900,1
A11050,1
A09451,1
A09844,1
A05503,1
A10384,1
A10343,1
A02439,1
A03455,1
A05314,1
A12413,1
A07579,1
A01559,1
A00150,1
A10043,1
A05513,1
A07417,1
A05302,1
A05780,1
A00676,1
A07277,1
A13761,1
A12058,1
A05437,1
A07561,1
A05973,1
A03599,1
A03362,1
A02914,1
A10802,1
A07631,1
A04415,1
A07686,1
A02456,1
A05128,1
A13000,1
A13859,1
A09154,1
A00183,1
A07214,1
A01856,1
A09773,1
A09845,1
A00961,1
A12081,1
A12871,1
A13465,1
A04356,1
A03045,1
A01818,1
A12946,1
A08221,1
A01360,1
A13938,1
A04403,1
A03540,1
A10623,1
A13787,1
A01194,1
A13519,1
A07354,1
A13750,1
A07388,1
A05146,1
A01444,1
A05227,1
A01894,1
A02207,1
A12580,1
A01768,1
A11263,1
A00797,1
A04628,1
A01864,1
A13042,1
A00322,1
A13024,1
A13001,1
A01465,1
A11015,1
A01397,1
A05044,1
A13736,1
A09996,1
A02637,1
A00042,1
A08905,1
A11761,1
A12173,1
A03494,1
A01888,1
A05812,1
A13613,1
A02779,1
A03083,1
A09874,1
A11837,1
A01616,1
A03717,1
A01915,1
A01533,1
A01353,1
A03218,1
A03393,1
A07163,1
A08746,1
A01223,1
A09096,1
A12288,1
A02235,1
A02194,1
A01853,1
A06517,1
A01565,1
A03999,1
A01448,1
A11219,1
A09220,1
A03443,1
A10363,1
A09229,1
A00226,1
A08416,1
A00563,1
A04623,1
A13843,1
A02348,1
A12226,1
A07587,1
A03109,1
A01295,1
A12359,1
A04563,1
A01830,1
A11982,1
A00051,1
A04608,1
A11361,1
A07083,1
A09328,1
A13931,1
A01534,1
A06664,1
A11183,1
A06009,1
A10003,1
A02462,1
A07745,1
A08482,1
A12568,1
A04375,1
A06236,1
A09877,1
A10671,1
A01605,1
A08672,1
A12465,1
A07520,1
A13369,1
A00522,1
A04142,1
A09481,1
A00228,1
A13533,1
A07594,1
A12152,1
A10234,1
A01381,1
A10065,1
A09882,1
A05870,1
A12350,1
A01927,1
A06174,1
A04228,1
A07474,1
A04915,1
A11406,1
A11328,1
A02332,1
A00268,1
A05582,1
A09585,1
A00241,1
A12435,1
A01246,1
A09665,1
A12363,1
A05987,1
A03989,1
A01298,1
A03248,1
A01147,1
A01751,1
A03176,1
A12618,1
A00513,1
A04368,1
A08935,1
A10220,1
A13247,1
A01452,1
A11578,1
A01506,1
A05885,1
A08410,1
A09724,1
A08314,1
A04444,1
A06340,1
A12469,1
A01538,1
A11825,1
A08942,1
A08981,1
A04141,1
A06280,1
A00249,1
A01088,1
A07856,1
A03415,1
A10648,1
A11056,1
A07814,1
A06240,1
A11615,1
A04725,1
A03008,1
A01719,1
A01243,1
A01612,1
A12710,1
A04020,1
A12047,1
A08699,1
A11621,1
A12225,1
A05529,1
A11198,1
A11217,1
A13847,1
A11655,1
A02972,1
A09708,1
A03202,1
A05507,1
A07037,1
A08337,1
